Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,
CBS85981.1,Azospirillum lipoferum 4B,FQ311868.1,CBS85982.1,575575,574891,-,PF00156,Pribosyltran,Phosphoribosyl transferase domain,6.90E-13,,,,,,,,,,,,,,,,
CBS85981.1,Azospirillum lipoferum 4B,FQ311868.1,CBS85983.1,576198,575697,-,PF01814,Hemerythrin,Hemerythrin HHE cation binding domain,2.40E-06,,,,,,,,,,,,,,,,
CBS85981.1,Azospirillum lipoferum 4B,FQ311868.1,CBS85984.1,578064,576357,-,PF00015,MCPsignal,Methyl-accepting chemotaxis protein (MCP) signalling domain,3.20E-33,PF12729,4HB_MCP_1,Four helix bundle sensory module for signal transduction,1.20E-15,PF00672,HAMP,HAMP domain,2.10E-11,PF02203,TarH,Tar ligand binding domain homologue,6.90E-07,PF06103,DUF948,Bacterial protein of unknown function (DUF948),0.00017
CBS85981.1,Azospirillum lipoferum 4B,FQ311868.1,CBS85985.1,578268,579915,+,PF00450,Peptidase_S10,Serine carboxypeptidase,6.70E-21,PF12146,Hydrolase_4,"Serine aminopeptidase, S33",3.40E-05,,,,,,,,,,,,
CBS85981.1,Azospirillum lipoferum 4B,FQ311868.1,CBS85986.1,581877,580017,-,PF00669,Flagellin_N,Bacterial flagellin N-terminal helical region,1.10E-13,PF00700,Flagellin_C,Bacterial flagellin C-terminal helical region,1.30E-05,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834680.1,27089,26756,-,PF13340,DUF4096,Putative transposase of IS4/5 family (DUF4096),1.10E-24,PF13613,HTH_Tnp_4,Helix-turn-helix of DDE superfamily endonuclease,0.0004,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834679.1,29013,27729,-,PF03109,ABC1,ABC1 family,5.50E-15,PF01636,APH,Phosphotransferase enzyme family,0.00061,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834678.1,29744,29012,-,,,,,,,,,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834677.1,30776,30125,-,PF01638,HxlR,HxlR-like helix-turn-helix,6.00E-18,PF02036,SCP2,SCP-2 sterol transfer family,7.40E-07,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834676.1,32426,30923,-,PF04055,Radical_SAM,Radical SAM superfamily,2.90E-15,PF02310,B12-binding,B12 binding domain,3.00E-08,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834675.1,32609,33344,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.20E-07,,,,,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834674.1,33382,33991,+,PF00908,dTDP_sugar_isom,"dTDP-4-dehydrorhamnose 3,5-epimerase",1.40E-46,,,,,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834673.1,33987,35043,+,PF00483,NTP_transferase,Nucleotidyl transferase,2.20E-44,PF12804,NTP_transf_3,MobA-like NTP transferase domain,1.60E-07,PF07959,Fucokinase,L-fucokinase,9.70E-06,PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),3.40E-05,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_179834672.1,36015,35094,-,PF00797,Acetyltransf_2,N-acetyltransferase,1.60E-33,,,,,,,,,,,,,,,,
WP_179834675.1,Actinomadura citrea,NZ_BMRD01000035.1,WP_189269987.1,36506,36129,-,PF01061,ABC2_membrane,ABC-2 type transporter,1.40E-10,PF12698,ABC2_membrane_3,ABC-2 family transporter protein,5.70E-10,,,,,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006623881.1,20718,19770,-,PF01039,Carboxyl_trans,Carboxyl transferase domain,2.00E-17,PF17848,zf-ACC,Acetyl-coA carboxylase zinc finger domain,1.50E-11,,,,,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006669798.1,20985,20757,-,PF09413,DUF2007,Putative prokaryotic signal transducing protein,1.50E-05,,,,,,,,,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006623879.1,21843,21027,-,PF06750,DiS_P_DiS,Bacterial Peptidase A24 N-terminal domain,8.70E-34,PF01478,Peptidase_A24,Type IV leader peptidase family,3.80E-19,,,,,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006623878.1,22211,21893,-,,,,,,,,,,,,,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_008053570.1,22289,23073,+,,,,,,,,,,,,,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006669800.1,23310,25500,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.30E-13,PF08317,Spc7,Spc7 kinetochore protein,2.50E-13,PF19220,Crescentin,Crescentin protein,1.30E-09,PF05335,DUF745,Protein of unknown function (DUF745),1.90E-07,PF07926,TPR_MLP1_2,TPR/MLP1/MLP2-like protein,4.20E-07
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006623874.1,25629,27402,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.20E-23,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,5.70E-10,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,4.60E-06,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006669801.1,28560,27432,-,PF01385,OrfB_IS605,Probable transposase,8.40E-29,PF07282,OrfB_Zn_ribbon,Putative transposase DNA-binding domain,4.40E-24,PF12323,HTH_OrfB_IS605,Helix-turn-helix domain,3.80E-12,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006669802.1,31372,29404,-,PF00501,AMP-binding,AMP-binding enzyme,1.10E-100,PF13193,AMP-binding_C,AMP-binding enzyme C-terminal domain,5.90E-29,PF16177,ACAS_N,Acetyl-coenzyme A synthetase N-terminus,1.30E-23,,,,,,,,
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006669803.1,31530,32010,+,PF00583,Acetyltransf_1,Acetyltransferase (GNAT) family,1.10E-18,PF13673,Acetyltransf_10,Acetyltransferase (GNAT) domain,7.00E-13,PF13508,Acetyltransf_7,Acetyltransferase (GNAT) domain,1.80E-11,PF08445,FR47,FR47-like protein,0.00012,PF13302,Acetyltransf_3,Acetyltransferase (GNAT) domain,0.00031
WP_006669800.1,Arthrospira maxima CS-328,NZ_ABYK01000028.1,WP_006617422.1,32232,34001,+,,,,,,,,,,,,,,,,,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721542.1,255018,252783,-,PF13469,Sulfotransfer_3,Sulfotransferase family,1.10E-06,PF19220,Crescentin,Crescentin protein,4.30E-06,PF08317,Spc7,Spc7 kinetochore protein,1.00E-05,,,,,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721544.1,256131,255060,-,PF00534,Glycos_transf_1,Glycosyl transferases group 1,3.40E-05,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,0.00017,,,,,,,,,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721546.1,256234,257824,+,PF13414,TPR_11,TPR repeat,1.30E-99,PF00515,TPR_1,Tetratricopeptide repeat,1.60E-90,PF07719,TPR_2,Tetratricopeptide repeat,4.90E-86,PF13428,TPR_14,Tetratricopeptide repeat,2.10E-68,PF13181,TPR_8,Tetratricopeptide repeat,6.40E-62
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721548.1,257852,258053,+,PF13414,TPR_11,TPR repeat,3.10E-06,PF07719,TPR_2,Tetratricopeptide repeat,4.10E-06,PF13431,TPR_17,Tetratricopeptide repeat,4.90E-06,PF13428,TPR_14,Tetratricopeptide repeat,3.20E-05,PF00515,TPR_1,Tetratricopeptide repeat,0.00033
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721549.1,260105,258407,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.30E-17,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,7.90E-07,,,,,,,,,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721551.1,261692,260117,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.00E-13,PF07926,TPR_MLP1_2,TPR/MLP1/MLP2-like protein,4.10E-06,PF08317,Spc7,Spc7 kinetochore protein,1.10E-05,PF19220,Crescentin,Crescentin protein,0.00013,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721552.1,261856,262060,+,,,,,,,,,,,,,,,,,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721554.1,262194,262404,+,PF01724,DUF29,Domain of unknown function DUF29,9.20E-11,,,,,,,,,,,,,,,,
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721557.1,264795,262530,-,PF00515,TPR_1,Tetratricopeptide repeat,7.90E-65,PF13414,TPR_11,TPR repeat,2.30E-63,PF07719,TPR_2,Tetratricopeptide repeat,5.50E-58,PF13181,TPR_8,Tetratricopeptide repeat,4.80E-47,PF13428,TPR_14,Tetratricopeptide repeat,1.00E-38
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_072721559.1,266480,264860,-,PF13414,TPR_11,TPR repeat,1.10E-23,PF07719,TPR_2,Tetratricopeptide repeat,2.50E-21,PF00515,TPR_1,Tetratricopeptide repeat,4.60E-19,PF13181,TPR_8,Tetratricopeptide repeat,3.50E-18,PF13431,TPR_17,Tetratricopeptide repeat,1.30E-17
WP_072721551.1,Planktothrix tepida PCC 9214,NZ_LN889813.1,WP_083580165.1,266594,267200,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,4.20E-23,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,1.40E-12,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,0.00022,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287435.1,387588,388134,+,,,,,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287436.1,388240,388765,+,PF02195,ParBc,ParB-like nuclease domain,0.00013,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287437.1,388764,389262,+,PF02796,HTH_7,Helix-turn-helix domain of resolvase,0.00026,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287438.1,389258,390566,+,,,,,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287439.1,391730,390878,-,PF03016,Exostosin,Exostosin family,3.20E-16,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287440.1,392513,391883,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.20E-16,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287441.1,393030,392502,-,,,,,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287442.1,393763,393031,-,PF01531,Glyco_transf_11,Glycosyl transferase family 11,3.80E-29,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287443.1,394458,393762,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.60E-15,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,6.10E-05,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287444.1,394634,394454,-,,,,,,,,,,,,,,,,,,,,
WP_183287440.1,Chitinophaga sancti,NZ_JACHVO010000002.1,WP_183287445.1,395296,395662,+,,,,,,,,,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442750.1,1577026,1574182,-,PF00133,tRNA-synt_1,"tRNA synthetases class I (I, L, M and V)",2.50E-197,PF09334,tRNA-synt_1g,tRNA synthetases class I (M),3.90E-24,PF08264,Anticodon_1,Anticodon-binding domain of tRNA ligase,6.30E-22,PF01406,tRNA-synt_1e,tRNA synthetases class I (C) catalytic domain,8.70E-11,PF06827,zf-FPG_IleRS,Zinc finger found in FPG and IleRS,1.70E-06
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442751.1,1577381,1578359,+,PF18025,FucT_N,"Alpha-(1,3)-fucosyltransferase FucT N-terminal domain",3.60E-31,PF00852,Glyco_transf_10,Glycosyltransferase family 10 (fucosyltransferase) C-term,1.50E-15,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442752.1,1578377,1579100,+,,,,,,,,,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442753.1,1579131,1581774,+,PF13844,Glyco_transf_41,Glycosyl transferase family 41,1.70E-88,PF07719,TPR_2,Tetratricopeptide repeat,1.60E-35,PF00515,TPR_1,Tetratricopeptide repeat,3.60E-35,PF13432,TPR_16,Tetratricopeptide repeat,1.30E-31,PF13414,TPR_11,TPR repeat,1.30E-27
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442754.1,1581770,1582589,+,PF13733,Glyco_transf_7N,N-terminal region of glycosyl transferase group 7,2.60E-14,PF02709,Glyco_transf_7C,N-terminal domain of galactosyltransferase,2.20E-10,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442755.1,1582720,1583818,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.20E-15,,,,,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_014247028.1,1584543,1583859,-,PF00156,Pribosyltran,Phosphoribosyl transferase domain,6.90E-13,,,,,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442756.1,1585152,1584654,-,PF01814,Hemerythrin,Hemerythrin HHE cation binding domain,1.30E-07,,,,,,,,,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442757.1,1587007,1585300,-,PF00015,MCPsignal,Methyl-accepting chemotaxis protein (MCP) signalling domain,1.10E-33,PF12729,4HB_MCP_1,Four helix bundle sensory module for signal transduction,3.00E-16,PF00672,HAMP,HAMP domain,2.90E-12,PF06103,DUF948,Bacterial protein of unknown function (DUF948),1.20E-05,PF02203,TarH,Tar ligand binding domain homologue,3.00E-05
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_109442761.1,1587301,1588846,+,PF00450,Peptidase_S10,Serine carboxypeptidase,1.80E-20,PF12146,Hydrolase_4,"Serine aminopeptidase, S33",2.00E-05,PF08386,Abhydrolase_4,TAP-like protein,0.0004,,,,,,,,
WP_109442755.1,Azospirillum sp. TSH100,NZ_CP039634.1,WP_136700694.1,1590817,1588951,-,PF00669,Flagellin_N,Bacterial flagellin N-terminal helical region,3.80E-15,PF00700,Flagellin_C,Bacterial flagellin C-terminal helical region,1.30E-05,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024259.1,7884,8373,+,PF13405,EF-hand_6,EF-hand domain,9.00E-09,PF13833,EF-hand_8,EF-hand domain pair,2.00E-08,PF00036,EF-hand_1,EF hand,2.20E-08,PF13202,EF-hand_5,EF hand,9.80E-08,PF13499,EF-hand_7,EF-hand domain pair,1.30E-07
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_189377224.1,8534,9371,+,PF01061,ABC2_membrane,ABC-2 type transporter,3.00E-25,PF12698,ABC2_membrane_3,ABC-2 family transporter protein,3.90E-13,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024261.1,9454,10375,+,PF00797,Acetyltransf_2,N-acetyltransferase,8.90E-35,,,,,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024262.1,11484,10428,-,PF00483,NTP_transferase,Nucleotidyl transferase,4.50E-44,PF12804,NTP_transf_3,MobA-like NTP transferase domain,2.10E-09,PF07959,Fucokinase,L-fucokinase,1.80E-05,PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),0.00034,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024263.1,12089,11495,-,PF00908,dTDP_sugar_isom,"dTDP-4-dehydrorhamnose 3,5-epimerase",5.90E-47,,,,,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024264.1,12862,12127,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.30E-08,,,,,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024265.1,13040,14543,+,PF04055,Radical_SAM,Radical SAM superfamily,5.10E-15,PF02310,B12-binding,B12 binding domain,2.70E-08,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024266.1,14690,15341,+,PF01638,HxlR,HxlR-like helix-turn-helix,8.90E-18,PF02036,SCP2,SCP-2 sterol transfer family,1.90E-06,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024267.1,15668,16454,+,,,,,,,,,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024268.1,16459,17740,+,PF03109,ABC1,ABC1 family,1.50E-18,PF01163,RIO1,RIO1 family,1.00E-05,,,,,,,,,,,,
WP_185024264.1,Actinomadura coerulea,NZ_BMRH01000025.1,WP_185024269.1,18352,18712,+,PF13340,DUF4096,Putative transposase of IS4/5 family (DUF4096),8.90E-25,PF13613,HTH_Tnp_4,Helix-turn-helix of DDE superfamily endonuclease,0.00066,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521394.1,41688,41355,-,PF02452,PemK_toxin,"PemK-like, MazF-like toxin of type II toxin-antitoxin system",1.60E-06,,,,,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521397.1,41869,41665,-,,,,,,,,,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521399.1,42551,42089,-,PF01724,DUF29,Domain of unknown function DUF29,2.70E-47,,,,,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521401.1,42908,42572,-,PF02452,PemK_toxin,"PemK-like, MazF-like toxin of type II toxin-antitoxin system",3.80E-08,,,,,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_072721552.1,43089,42885,-,,,,,,,,,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521403.1,43253,44954,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.60E-12,PF19220,Crescentin,Crescentin protein,5.00E-07,PF08317,Spc7,Spc7 kinetochore protein,1.50E-06,PF07926,TPR_MLP1_2,TPR/MLP1/MLP2-like protein,1.20E-05,PF12795,MscS_porin,Mechanosensitive ion channel porin domain,0.0002
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521404.1,44966,46664,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,3.90E-17,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,1.10E-07,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521406.1,48854,47018,-,PF13414,TPR_11,TPR repeat,1.50E-97,PF07719,TPR_2,Tetratricopeptide repeat,1.30E-87,PF00515,TPR_1,Tetratricopeptide repeat,9.20E-87,PF13428,TPR_14,Tetratricopeptide repeat,4.60E-71,PF13181,TPR_8,Tetratricopeptide repeat,8.50E-58
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521408.1,48971,49640,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,8.30E-05,,,,,,,,,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521410.1,49682,52271,+,PF08317,Spc7,Spc7 kinetochore protein,1.90E-11,PF19220,Crescentin,Crescentin protein,5.80E-08,PF13469,Sulfotransfer_3,Sulfotransferase family,3.80E-07,,,,,,,,
WP_190521403.1,Planktothrix sp. FACHB-1365,NZ_JACJSC010000020.1,WP_190521412.1,53624,52346,-,PF13414,TPR_11,TPR repeat,1.30E-76,PF00515,TPR_1,Tetratricopeptide repeat,1.50E-73,PF07719,TPR_2,Tetratricopeptide repeat,1.30E-72,PF13181,TPR_8,Tetratricopeptide repeat,6.20E-57,PF13428,TPR_14,Tetratricopeptide repeat,2.60E-47
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91302.1,375202,375757,+,PF00908,dTDP_sugar_isom,"dTDP-4-dehydrorhamnose 3,5-epimerase",3.90E-62,,,,,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91303.1,375766,376588,+,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,2.40E-25,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",1.00E-09,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91304.1,376758,377679,+,PF13489,Methyltransf_23,Methyltransferase domain,6.20E-18,PF08484,Methyltransf_14,C-methyltransferase C-terminal domain,4.40E-11,PF08241,Methyltransf_11,Methyltransferase domain,1.90E-06,PF13847,Methyltransf_31,Methyltransferase domain,6.90E-06,PF08242,Methyltransf_12,Methyltransferase domain,0.00079
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91305.1,377732,378443,+,PF04989,CmcI,Cephalosporin hydroxylase,9.50E-96,PF13578,Methyltransf_24,Methyltransferase domain,3.40E-05,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91306.1,378566,379730,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.10E-19,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,1.70E-10,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91307.1,379818,380523,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,9.90E-14,,,,,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91308.1,380599,381583,+,,,,,,,,,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91309.1,381579,382629,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,2.20E-28,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,4.80E-23,PF13439,Glyco_transf_4,Glycosyltransferase Family 4,4.10E-08,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,8.40E-06,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91310.1,382625,383765,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,6.80E-37,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,3.00E-30,PF13439,Glyco_transf_4,Glycosyltransferase Family 4,1.40E-09,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,6.50E-08,PF13579,Glyco_trans_4_4,Glycosyl transferase 4-like domain,1.00E-05
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ91311.1,383769,384537,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.50E-10,,,,,,,,,,,,,,,,
QFZ91307.1,Synechococcus elongatus PCC 11802,CP034671.1,QFZ93245.1,384821,385631,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,1.10E-39,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,2.60E-31,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,1.80E-07,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855915.1,8830795,8831323,+,PF13649,Methyltransf_25,Methyltransferase domain,1.30E-12,PF13847,Methyltransf_31,Methyltransferase domain,9.40E-12,PF08241,Methyltransf_11,Methyltransferase domain,1.20E-11,PF08242,Methyltransf_12,Methyltransferase domain,1.60E-10,PF13489,Methyltransf_23,Methyltransferase domain,3.60E-10
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855916.1,8831527,8832247,+,PF08889,WbqC,WbqC-like protein family,3.30E-74,,,,,,,,,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855917.1,8832695,8833358,+,PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),6.90E-14,PF14602,Hexapep_2,Hexapeptide repeat of succinyl-transferase,4.30E-07,,,,,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855918.1,8833370,8834297,+,,,,,,,,,,,,,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855919.1,8834923,8834293,-,PF13649,Methyltransf_25,Methyltransferase domain,9.10E-08,PF13489,Methyltransf_23,Methyltransferase domain,1.30E-07,PF08242,Methyltransf_12,Methyltransferase domain,7.50E-07,PF13847,Methyltransf_31,Methyltransferase domain,5.90E-06,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855920.1,8835650,8834936,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,7.30E-15,,,,,,,,,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855921.1,8836492,8835646,-,,,,,,,,,,,,,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855922.1,8837471,8836442,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,7.40E-29,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,8.60E-06,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,1.40E-05,,,,,,,,
WP_161855920.1,Bradyrhizobium sp. CCBAU 051011,NZ_CP022222.1,WP_161855923.1,8840974,8837791,-,PF07483,W_rich_C,Tryptophan-rich Synechocystis species C-terminal domain,1.20E-85,PF08548,Peptidase_M10_C,Peptidase M10 serralysin C terminal,9.00E-42,PF00353,HemolysinCabind,RTX calcium-binding nonapeptide repeat (4 copies),2.60E-06,PF10462,Peptidase_M66,Peptidase M66,9.80E-05,PF13688,Reprolysin_5,Metallo-peptidase family M12,0.0002
